Character;Frequency
םף;0.003092892770082124
ףח;0.00040467755870233395
הנ;0.0016074691915120489
נף;0.002686609348051606
ףד;0.0013778307355817561
יב;0.00021518568597663791
בו;0.0025388699218586905
וס;0.007003169974209835
סק;0.0004030716953741501
קט;0.0018740425039905704
טס;0.0049653294107445105
סכ;0.0033578602192324614
םם;0.0038331957643748856
םû;0.0043005019928763905
ûו;0.0015673226083074523
ןט;0.0011835212728715085
סû;0.0003629251121695535
בû;0.00461203947854406
ûכ;0.0025179936985923004
כג;0.0005572345748798011
גט;0.0032261794263213845
הו;0.005088980887014668
םע;0.0009121303704084353
כü;0.005053651893794623
üך;0.0016106809181684165
טע;0.005827678017979246
חמ;0.0009024951904393321
עû;0.0015994398748711296
וט;0.001331260699064424
ףר;0.0008511075639374484
רט;0.0017022151278748968
ךל;0.00016700978613112195
לו;0.004648974335092289
וה;0.004204150193185359
ûז;7.065798644009005e-05
נך;0.00026014985916578614
ןû;0.0003934365154050469
כט;0.007430329619506743
םצ;0.00028584367241672796
צו;0.0009603062702539512
וש;0.0009490652269566642
שף;0.00017022151278748968
ףש;0.0004175244653278049
וג;0.0033112901827151296
עג;0.0039873586438805364
אח;0.0041543684300116585
סü;0.003019023056985666
גû;0.0035601989985836286
ûה;0.00040146583204596624
נז;0.00023927363589939588
זט;0.001723091351141287
עÿ;0.0006021987480689493
ÿז;0.0003420488889031632
זו;0.004812772394567043
עü;0.007374124403020307
ü‎;0.00014934528952109945
‎ע;0.003019023056985666
סג;0.0020410522901216925
א‏;0.0011481922796514634
‏ש;0.0003340195722622439
שו;0.0018740425039905704
וכ;0.007215143933530105
טÿ;0.0018274724674732382
גנ;0.0009667297235666866
ול;0.006025199207345861
לם;0.002673762441426135
הכ;0.0009362183203311933
ץר;3.5328993220045025e-05
רו;0.0027556614711635122
כך;0.0005989870214125816
ץח;8.671661972192871e-05
ÿץ;0.00034686647888771484
ץד;0.00012525733959834146
דנ;0.0012445440793424952
ממ;0.0018210490141605028
ךם;0.0009763649035357899
טן;0.0019768177569943375
קף;0.0009811824935203415
גר;0.0008286254773428743
טץ;0.0020474757434344277
ץל;0.0002537264058530507
למ;0.004819195847879779
ןע;0.000118833886285606
עט;0.00456225771537036
טצ;0.0009217655503775384
חה;0.0009538828169412158
טד;0.0008832248305011257
דן;7.868730308100939e-05
בט;0.001022934940053122
וÿ;0.00047051795515787244
ÿן;0.0008976776004547805
םס;0.0009587004069257673
ץנ;0.0002328501825866604
סף;0.0009570945435975835
ףם;0.0009811824935203415
םך;0.00048175899845515947
ףל;0.0016620685446703002
כע;0.0002794202191039925
צû;0.0002248208659457411
ץץ;1.1241043297287054e-05
ץה;0.00019591532603843153
וך;0.0019928763902761766
טמ;0.0013714072822690207
üה;0.0004351889619378274
טז;0.0004496417318914822
ûג;0.0016122867814966004
סנ;0.0002746026291194409
טט;0.0015657167449792684
וי;0.00268821521137979
יס;0.001202791632809715
קם;0.0010855636098522927
זף;0.0002762084924476248
ףז;0.0020265995201680376
זז;1.7664496610022513e-05
ןק;2.7299676579125703e-05
גם;0.0016941858112339775
מר;0.0013585603756435497
ûס;0.0012445440793424952
בנ;0.0015368112050719587
מט;0.0020747754200135535
יק;0.00036131924884136963
ץם;0.00036774270215410504
ûן;0.0005395700782697786
ין;0.0005684756181770882
ü‏;0.00043679482526601124
‏ך;0.00019109773605387992
יז;0.00024248536255576362
טר;0.0007274560876672908
ףו;0.00039664824206141463
וו;0.002352589775789362
דם;0.00032759611894950843
דכ;0.0016476157747166455
כף;0.0021101044132335986
ץמ;0.0028455898175418085
יר;0.00027781435577580864
רף;0.00033562543559042775
םה;0.00042234205531235645
ÿס;0.0016347688680911744
ס‏;0.00017182737611567354
ךד;6.90521231119062e-05
נד;0.00027139090246307317
דא;0.0013392900157053434
üב;0.00039022478874867916
נע;0.0010775342932113734
על;0.0002746026291194409
מק;0.002831137047588154
ומ;0.0014533063120063978
ûך;0.0003420488889031632
יך;0.0004673062285015047
הל;8.029316640919324e-05
עס;0.0020892281899672085
לû;0.001178703682886957
ûי;0.0017809024309559062
ב‎;0.00039183065207686307
‎ח;0.00030350816902675046
חט;0.0008125668440610356
כץ;8.992834637829643e-05
קü;0.00024409122588394747
üו;0.0010020587167867316
וח;0.0022289382995192043
ןם;0.00015416287950565104
הע;0.0002826319457603602
גח;0.0007306678143236586
חג;0.001201185769481531
בש;0.0002473029525403152
ûח;0.00021839741263300562
ץפ;2.569381325094184e-05
פא;0.00020715636933571856
ץן;0.00042715964529690807
הן;0.00017343323944385742
ךס;0.0005042410850497336
סל;0.0013649838289562853
סם;0.0018226548774886867
מ‏;0.000725850224339107
‏ם;0.00034686647888771484
אז;0.0018387135107705253
üם;0.002736391111225306
ÿף;0.00023606190924302815
ףכ;0.0016315571414348069
ûב;0.0004801531351269756
בך;0.00012525733959834146
סץ;0.0002794202191039925
צא;0.0006294984246480751
גה;0.0007949023474510132
םג;0.0005267231716443077
גד;0.00026336158582215385
כן;0.0004287655086250919
üצ;0.00011080456964468668
üג;0.0010261466667094896
גן;0.0008205961607019549
לÿ;0.0005283290349724916
ÿע;0.002172733083032769
טב;0.0017905376109250094
üן;0.0006824919144781426
ףע;0.0018740425039905704
üס;0.001890101137272409
ףק;0.0012397264893579437
קר;0.00019591532603843153
רא;0.0010309642566940413
אב;0.0013633779656281014
טח;0.003301655002746026
קע;0.004066045946961546
ים;0.0007595733542309681
בף;0.0016010457381993133
לד;0.00024087949922757974
גך;0.0006680391445244878
ףג;0.0014211890454427206
ט‏;0.0003532899322004503
רך;0.0005524169848952496
בר;8.029316640919324e-06
נם;0.0010373877100067768
אט;0.0011546157329641988
ור;0.0009362183203311933
רü;0.000512270401690653
וק;0.001760026207689516
קא;0.0025372640585305064
או;0.002106892686577231
üע;0.0005973811580843978
לס;0.0009908176734894447
כ‏;0.0013714072822690207
וף;0.0006343160146326266
נג;0.00043037137195327583
םü;0.0013264431090798724
גע;0.0007065798644009006
וץ;0.0009073127804238837
הץ;5.4599353158251405e-05
הÿ;0.0005684756181770882
‏ס;0.00048497072511152723
כÿ;0.0019479122170870283
ען;0.0005331466249570431
גף;0.0008944658737984127
יץ;5.620521648643527e-05
ךע;0.0007499381742618649
ûק;0.00021357982264845403
קך;0.00041431273867143713
ךו;0.0006648274178681201
הך;0.00030993162233948593
טש;0.00021197395932027018
ספ;2.569381325094184e-05
פמ;0.0002055505060075347
לף;0.002843983954213625
ÿו;0.00047372968181424015
רכ;0.0005556287115516173
חü;0.0001381042462238124
üד;0.0002200032759611895
ףב;0.0011064398331186828
יה;0.0005957752947562139
הû;0.0006070163380535009
ûל;0.00183229005745779
ÿמ;0.000547599394910698
ימ;0.0002473029525403152
לן;0.0008655603338911032
יל;0.00042234205531235645
חך;0.0002762084924476248
חף;0.0005716873448334559
ÿט;0.0007997199374355648
ךב;0.0003773778821232083
ÿד;0.0002697850391348893
ו‏;0.0003597133855131857
ך‎;0.0001654039228029381
אמ;0.0009522769536130319
סב;0.00017985669275659286
בÿ;0.0005331466249570431
םד;0.00036774270215410504
לג;0.0006696450078526717
כב;0.0002986905790421989
‏ח;8.671661972192871e-05
בם;0.00031314334899585364
ûט;0.00033241370893406005
חנ;0.0003773778821232083
ח‎;2.569381325094184e-05
לל;0.00026657331247852156
מץ;0.0007274560876672908
ו‎;0.0003019023056985666
זה;0.0010068763067712834
ט‎;0.00018628014606932833
ל‏;1.4452769953654785e-05
חס;0.00018628014606932833
ץכ;0.00023124431925847656
נצ;0.00013168079291107692
צט;0.00029547885238583114
ףך;0.001024540803381306
צמ;0.0003308078456058762
ÿך;0.000725850224339107
יט;0.0004544593218760338
ÿא;4.014658320459662e-05
עד;0.00010277525300376736
נל;0.0003372312989186116
‏כ;8.029316640919324e-05
אק;0.0011867329995278763
דט;0.0008382606573119775
הü;0.0009297948670184577
ÿה;0.0010261466667094896
יכ;0.0001509511528492833
‏ב;0.0006198632446789719
יף;0.00016058633281838648
מפ;0.00017503910277204127
פו;0.0001364983828956285
ךכ;0.0009442476369721126
‏ק;0.00020394464267935086
ÿ‏;0.00017503910277204127
‏ע;0.0007852671674819099
אר;0.0011257101930568893
ûנ;0.0003629251121695535
מ‎;0.0003854071987641276
חד;0.00045927691186058536
ןג;4.817589984551595e-06
גג;0.00028905539907309567
לü;7.868730308100939e-05
עכ;0.0004207361919841726
כז;0.0005058469483779174
םב;0.00034044302557497937
הצ;0.00030993162233948593
ףט;0.0005074528117061013
ûף;0.0001830684194129606
ג‎;0.0003484723422158987
נר;0.0003436547522313471
חל;0.0004432182785787467
זü;6.584039645553846e-05
עצ;7.547557642464165e-05
ûמ;0.00024569708921213135
üנ;0.00017022151278748968
ÿק;0.0002697850391348893
ûם;0.0007322736776518424
ננ;0.0003259902556213246
‏ט;0.0001975211893666154
üק;0.00030350816902675046
ÿ‎;0.00014452769953654784
ÿב;0.0004175244653278049
ןכ;0.0008302313406710582
נ‏;0.0001686156494593058
‏ג;0.00024409122588394747
פט;0.0001927035993820638
עה;0.0003854071987641276
בא;0.000772420260856439
ןצ;1.605863328183865e-05
חב;0.0001927035993820638
ץע;0.00011241043297287054
ינ;0.00031474921232403755
üט;0.000772420260856439
טא;0.0013007492958289305
גל;0.00031474921232403755
לע;0.00022160913928937336
זך;0.00010438111633195122
ÿל;0.0008591368805783677
ךץ;4.817589984551595e-05
חû;0.0005267231716443077
בü;0.00015255701617746716
üכ;0.0001927035993820638
‏ו;7.386971309645779e-05
לך;0.0003484723422158987
צף;0.00019591532603843153
üמ;0.0005379642149415947
אי;0.0007772378508409906
ףי;0.00018467428274114448
סה;0.0003934365154050469
‏ז;0.00010598697966013509
üף;0.00021679154930482177
חז;8.671661972192871e-05
חכ;0.00031314334899585364
לנ;0.00026657331247852156
‏נ;0.00013328665623926078
ךז;0.00021357982264845403
מש;0.0002906612624012795
שנ;9.63517996910319e-06
לח;0.00015416287950565104
ץט;0.0006150456546944202
לה;0.0003661368388259212
ע‎;0.00010759284298831896
ןף;0.0007740261241846229
י‎;5.138762650188368e-05
סצ;0.00010598697966013509
הר;6.744625978372233e-05
נן;0.00018788600939751218
ךה;0.00017985669275659286
יצ;6.584039645553846e-05
לב;0.000272996765791257
üח;0.00036934856548228895
חÿ;0.00035489579552863416
כק;0.00018949187272569606
üר;0.0005427818049261463
üל;0.0007081857277290844
יÿ;3.693485654822889e-05
ÿח;0.0005058469483779174
רמ;0.0002521205425248668
ם‏;0.00017664496610022515
גü;0.00018146255608477674
שם;9.795766301921577e-05
סד;0.00012204561294197373
‏מ;0.00012043974961378987
‏ל;0.00016058633281838648
ךצ;3.21172665636773e-05
מצ;0.000178250829428409
חח;5.138762650188368e-05
שא;0.0004673062285015047
יד;0.00021839741263300562
ץך;0.0001284690662547092
ץו;0.00014934528952109945
םן;0.0005909577047716623
ÿצ;0.0001381042462238124
אף;0.0005042410850497336
נ‎;5.4599353158251405e-05
‎ם;0.0001654039228029381
לץ;6.262866979917073e-05
פנ;0.00013328665623926078
אצ;0.00014934528952109945
כה;0.0003661368388259212
ץג;0.00037898374545139213
הה;6.744625978372233e-05
ףא;9.63517996910319e-05
גז;8.511075639374484e-05
הק;4.175244653278049e-05
üז;0.00012204561294197373
‏ÿ;1.605863328183865e-05
ךך;0.00017343323944385742
ךÿ;7.065798644009005e-05
נץ;0.00014934528952109945
םח;0.00016379805947475422
חו;0.00034044302557497937
גÿ;0.00028102608243217635
דÿ;9.63517996910319e-06
זב;5.9416943142803e-05
דס;6.744625978372233e-05
ע‏;8.671661972192871e-05
חן;0.00014934528952109945
לר;3.693485654822889e-05
אפ;0.00019109773605387992
חק;5.2993489830067545e-05
זמ;9.474593636284803e-05
םש;0.00020715636933571856
אא;6.744625978372233e-05
זס;1.7664496610022513e-05
דך;9.956352634739962e-05
ûÿ;4.3358309860964355e-05
ןך;0.00010598697966013509
לז;0.00011241043297287054
םק;0.0003019023056985666
כד;0.00026657331247852156
עש;3.693485654822889e-05
ףף;0.00010438111633195122
ץק;6.42345331273546e-05
‏א;1.605863328183865e-05
סר;9.474593636284803e-05
חר;1.284690662547092e-05
כנ;0.00016379805947475422
סז;0.00015255701617746716
רע;6.262866979917073e-05
א‎;0.00021518568597663791
םכ;6.262866979917073e-05
‏צ;1.7664496610022513e-05
בס;0.0002762084924476248
עב;0.0003067198956831182
עק;0.00033241370893406005
וצ;0.0003709544288104728
‏‎;3.0511403235493434e-05
‎ס;1.927035993820638e-05
נש;3.3723129891861165e-05
ךק;0.000118833886285606
‏ן;0.0002248208659457411
‎כ;3.693485654822889e-05
‎ד;2.2482086594574108e-05
üץ;0.00011241043297287054
בג;9.63517996910319e-05
ûד;0.00021197395932027018
רג;1.927035993820638e-05
ךח;7.868730308100939e-05
üש;2.7299676579125703e-05
לצ;2.569381325094184e-05
ףÿ;9.956352634739962e-05
ףפ;2.890553990730957e-05
דע;2.569381325094184e-05
שü;4.014658320459662e-05
גק;0.00019430946271024765
קג;1.1241043297287054e-05
ךן;0.00027781435577580864
לק;0.00018467428274114448
הב;6.584039645553846e-05
חצ;9.63517996910319e-06
קכ;1.927035993820638e-05
בץ;7.226384976827392e-05
זכ;1.7664496610022513e-05
דג;8.992834637829643e-05
רק;1.605863328183865e-06
יפ;7.065798644009005e-05
û‎;5.620521648643527e-05
ס‎;0.00012043974961378987
‎נ;0.00011562215962923828
ÿÿ;0.00012204561294197373
זל;9.63517996910319e-06
גץ;9.795766301921577e-05
כח;0.0001413159728801801
כר;3.5328993220045025e-05
שן;1.605863328183865e-06
חע;0.00012043974961378987
סח;7.708143975282552e-05
ף‎;7.708143975282552e-05
זג;2.4087949922757975e-05
ןÿ;0.00043358309860964353
עח;0.0001236514762701576
הח;3.5328993220045025e-05
ם‎;2.4087949922757975e-05
נק;0.0001381042462238124
נכ;0.00010598697966013509
נח;6.262866979917073e-05
‏ד;5.9416943142803e-05
דב;3.693485654822889e-05
דז;3.21172665636773e-06
ל‎;7.547557642464165e-05
עז;0.00010277525300376736
י‏;1.4452769953654785e-05
ץ‎;3.5328993220045025e-05
‏פ;2.569381325094184e-05
ץב;0.000118833886285606
דח;2.2482086594574108e-05
םר;2.2482086594574108e-05
כ‎;6.744625978372233e-05
םז;6.584039645553846e-05
גצ;6.584039645553846e-05
üפ;2.7299676579125703e-05
ףצ;1.605863328183865e-05
נב;0.00014773942619291557
‎ך;0.00010116938967558349
בל;3.854071987641276e-05
ץÿ;1.7664496610022513e-05
צן;1.927035993820638e-05
‎ן;2.0876223266390244e-05
צח;8.029316640919324e-06
אש;0.00031314334899585364
בק;2.7299676579125703e-05
קמ;5.781107981461914e-05
עץ;4.014658320459662e-05
םל;0.00011241043297287054
ûצ;9.63517996910319e-06
צץ;4.817589984551595e-06
רס;1.1241043297287054e-05
רן;2.7299676579125703e-05
םץ;4.175244653278049e-05
ךר;3.693485654822889e-05
זץ;3.21172665636773e-06
בח;6.42345331273546e-06
נפ;4.014658320459662e-05
ÿי;8.992834637829643e-05
ה‏;9.63517996910319e-06
הפ;1.605863328183865e-05
צכ;6.42345331273546e-06
פס;9.63517996910319e-06
הז;0.00024248536255576362
ÿר;4.978176317369981e-05
מא;7.065798644009005e-05
גש;9.63517996910319e-06
זק;4.4964173189148215e-05
‏ר;5.9416943142803e-05
טפ;7.708143975282552e-05
פר;1.605863328183865e-06
ן‎;3.21172665636773e-06
צÿ;3.21172665636773e-06
כש;6.42345331273546e-06
צך;4.4964173189148215e-05
צם;1.605863328183865e-05
דל;5.781107981461914e-05
ך‏;3.21172665636773e-06
פכ;4.175244653278049e-05
ןס;2.4087949922757975e-05
ופ;8.350489306556098e-05
ה‎;2.7299676579125703e-05
ךש;6.42345331273546e-06
קנ;5.2993489830067545e-05
‎ץ;1.605863328183865e-05
זח;1.284690662547092e-05
דק;4.175244653278049e-05
ÿפ;2.7299676579125703e-05
יו;8.350489306556098e-05
ב‏;1.284690662547092e-05
‎ה;2.4087949922757975e-05
ûא;9.63517996910319e-06
ץז;5.2993489830067545e-05
צס;2.2482086594574108e-05
‏‏;4.817589984551595e-05
גפ;1.4452769953654785e-05
צה;6.42345331273546e-06
‎י;1.1241043297287054e-05
פ‎;4.817589984551595e-06
פם;4.817589984551595e-06
‎ג;9.63517996910319e-06
לפ;4.657003651733208e-05
üא;2.7299676579125703e-05
כצ;8.029316640919324e-06
רנ;1.605863328183865e-06
בע;1.4452769953654785e-05
רד;3.21172665636773e-06
צל;8.029316640919324e-06
לש;1.605863328183865e-06
פל;4.817589984551595e-06
םפ;6.42345331273546e-06
רל;2.0876223266390244e-05
עפ;1.7664496610022513e-05
פף;4.978176317369981e-05
יש;3.21172665636773e-06
ןן;1.927035993820638e-05
ûש;6.42345331273546e-06
פפ;2.569381325094184e-05
צצ;1.605863328183865e-06
ער;1.7664496610022513e-05
זר;1.605863328183865e-06
‎ב;1.927035993820638e-05
זצ;3.21172665636773e-06
צב;8.029316640919324e-06
בה;1.4452769953654785e-05
שס;1.605863328183865e-06
ן‏;3.21172665636773e-06
‏ף;3.0511403235493434e-05
כפ;9.63517996910319e-06
‎ל;6.744625978372233e-05
ןר;6.42345331273546e-06
צע;9.63517996910319e-06
חץ;8.029316640919324e-06
צד;4.817589984551595e-06
חפ;6.42345331273546e-06
זן;1.605863328183865e-05
פן;4.817589984551595e-06
ג‏;1.605863328183865e-06
בב;1.605863328183865e-05
קב;4.817589984551595e-06
ץש;3.21172665636773e-06
שג;1.605863328183865e-06
ךפ;8.029316640919324e-06
ןפ;6.42345331273546e-06
קל;8.029316640919324e-06
פע;1.1241043297287054e-05
ד‎;9.63517996910319e-06
ץ‏;6.42345331273546e-06
ןד;1.605863328183865e-06
בן;6.42345331273546e-06
ûפ;4.817589984551595e-06
רה;6.42345331273546e-06
ז‎;1.927035993820638e-05
רח;1.605863328183865e-06
ןב;4.657003651733208e-05
הש;4.817589984551595e-06
ןל;8.029316640919324e-06
ק‎;6.42345331273546e-06
קה;3.21172665636773e-06
פק;1.605863328183865e-06
דר;4.817589984551595e-06
זע;2.2482086594574108e-05
זד;4.817589984551595e-06
בז;4.817589984551595e-06
סש;1.605863328183865e-06
רץ;3.21172665636773e-06
פÿ;4.817589984551595e-06
דפ;1.605863328183865e-06
‎פ;4.817589984551595e-06
דד;1.4452769953654785e-05
רב;6.42345331273546e-06
פû;9.63517996910319e-06
זנ;1.927035993820638e-05
צנ;6.42345331273546e-06
צק;4.817589984551595e-06
קק;1.605863328183865e-06
קן;3.21172665636773e-06
‏י;4.817589984551595e-06
ןש;1.605863328183865e-06
חש;4.817589984551595e-06
û‏;1.605863328183865e-06
בצ;1.605863328183865e-06
פü;4.817589984551595e-06
פב;1.605863328183865e-06
רÿ;1.605863328183865e-06
זÿ;1.7664496610022513e-05
ח‏;1.605863328183865e-06
דץ;1.605863328183865e-06
קס;6.42345331273546e-06
צפ;1.605863328183865e-06
קד;1.605863328183865e-06
קץ;1.605863328183865e-06
קח;1.605863328183865e-06
